27,03,01,09,AIR CAN*0144220954839AIRCANADA.COMMB,,,"18,00CR"
27,03,01,09,AIR CAN*0144220954841AIRCANADA.COMMB,,,"18,00CR"
27,03,02,09,AIR CAN*0142148104396AIRCANADA.COMMB,,,"122,74CR"
18,06,06,09,AIR CAN*0142152774314AIRCANADA.COMMB,,,"7,20CR"
18,06,06,09,AIR CAN*0142152774315AIRCANADA.COMMB,,,"7,20CR"
18,06,06,09,AIR CAN*0144225790772AIRCANADA.COMMB,,,"11,00CR"
18,06,06,09,AIR CAN*0144225790773AIRCANADA.COMMB,,,"11,00CR"
19,08,30,08,AUTONOLEGGIO AVISOLBIAIT,,"3,00 %","471,14"
"",,,,"349,88 EURO TX: 1.346575",,,
24,08,24,08,AIRALOSINGAPORESG,,"1,75 %","21,43"
"",,,,"16,00 DOLLAR AMERICAIN TX: 1.339375",,,
24,08,24,08,AIRALOSINGAPORESG,,"1,75 %","21,43"
"",,,,"16,00 DOLLAR AMERICAIN TX: 1.339375",,,
24,08,24,08,AIRALOSINGAPORESG,,"1,75 %","21,43"
"",,,,"16,00 DOLLAR AMERICAIN TX: 1.339375",,,
24,08,24,08,PALAZZO PETRUCCINAPOLI,IT,,"4,00 %","117,16"
"",,,,"88,00 EURO",TX: 1.331363,,,
24,08,25,08,STAZIONE DI POMPEIPOMPEI,IT,,"3,00 %","7,98"
"",,,,"6,00 EURO",TX: 1.330000,,,
25,08,25,08,LIM*PRIX DU TRAJETMILAN,IT,,"4,00 %","5,31"
"",,,,"4,00 EURO",TX: 1.327500,,,
25,08,25,08,CUORI DI SFOGLIATELLANAPOLI,IT,,"3,00 %","10,77"
"",,,,"8,10 EURO",TX: 1.329629,,,
25,08,25,08,DOBBIACO 2006 SRLROMA,IT,,"3,00 %","27,92"
"",,,,"21,00 EURO",TX: 1.329523,,,
25,08,25,08,TWINSET ROMA CORSOROMA,IT,,"1,75 %","36,57"
"",,,,"27,50 EURO",TX: 1.329818,,,
25,08,25,08,COOP TAXI LA SANPIETRO  ROMA,IT,,"4,00 %","14,63"
"",,,,"11,00 EURO",TX: 1.330000,,,
25,08,25,08,AZIENDA TAXIROMA,IT,,"4,00 %","16,63"
"",,,,"12,50 EURO",TX: 1.330400,,,
26,08,26,08,LIM*PRIX DU TRAJETMILAN,IT,,"4,00 %","7,02"
"",,,,"5,25 EURO",TX: 1.337142,,,
26,08,26,08,LIM*PRIX DU TRAJETMILAN,IT,,"4,00 %","8,03"
"",,,,"6,00 EURO",TX: 1.338333,,,
26,08,26,08,LIM*PRIX DU TRAJETMILAN,IT,,"4,00 %","8,03"
"",,,,"6,00 EURO",TX: 1.338333,,,
26,08,26,08,TAXIROMA,IT,,"4,00 %","10,89"
"",,,,"8,20 EURO",TX: 1.328048,,,
07,09,07,09,AMZ*Amazon.caAMAZON.CA,ON,,,"57,42CR"
17,09,19,09,WWW COSTCO CA888-426-7826 ON,,,,"689,84CR"
24,08,24,08,SumUp  *Matrone Frances Pompei,IT,"4,00 %","21,30"
"",,,,"16,00 EURO",TX: 1.331250,,
24,08,24,08,SumUp  *Carmela Vangone Pompei,IT,"4,00 %","29,29"
"",,,,"22,00 EURO",TX: 1.331363,,
24,08,24,08,FELIX SRLNAPOLI,IT,"1,75 %","23,96"
"",,,,"18,00 EURO",TX: 1.331111,,
24,08,25,08,ABC LIBRERIANAPOLI,IT,"1,75 %","8,65"
"",,,,"6,50 EURO",TX: 1.330769,,
25,08,25,08,BIRD* FEE20121,IT,"1,75 %","3,99"
"",,,,"3,00 EURO",TX: 1.330000,,
25,08,25,08,BIRD* TRAJET20121,IT,"1,75 %","1,29"
"",,,,"0,97 EURO",TX: 1.329896,,
25,08,25,08,IL MIRAGGIO  TRASTEVER  ROMA,IT,"4,00 %","41,23"
"",,,,"31,00 EURO",TX: 1.330000,,
